"","ID","Team","Opponent","Half","Minute","Event_Type","X_Start","Y_Start","X_End","Y_End","Additional_Info","Type","Body_Part","Rec_Player","Complete","Height","Corner_Type","Outcome","Foul_Type","Event_Won","Offence","Shot_Outcome","Possession_Type","GK_Type","Interception_Type","Assist_Type","Card_Type","Duel_Type","Duel_Outcome","Dribble_Outcome","Beaten_By","Block_Outcome","Block_Body_Part","Clearance_Type","Player_On","Player_Off","Sub_Type"
"191",9,"Hartlepool","Rotherham","First Half",00:31:30,"Dribble",85.57,9.34,87.05,3.73,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"192",9,"Hartlepool","Rotherham","First Half",00:31:32,"Pass",87.2,5.37,90.62,12.61,NA,"Through Ball","Left Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",7,"Hartlepool","Rotherham","First Half",00:31:33,"Dribble",90.91,13.31,92.84,20.32,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"194",7,"Hartlepool","Rotherham","First Half",00:31:35,"Pass",92.99,21.02,93.74,35.26,NA,"Cross","Left Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",5,"Hartlepool","Rotherham","First Half",00:31:48,"Pass",33.31,7,22.03,16.81,NA,"Standard","Right Foot","Ath1","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",1,"Hartlepool","Rotherham","First Half",00:31:49,"Pass",18.62,16.58,70.58,17.98,NA,"Other","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",4,"Hartlepool","Rotherham","First Half",00:31:56,"Duel",59.29,24.52,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"198",8,"Hartlepool","Rotherham","First Half",00:32:01,"Duel",35.99,6.07,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"199",2,"Hartlepool","Rotherham","First Half",00:32:40,"Foul",11.94,30.59,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Won","Free Kick","Pushing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",1,"Hartlepool","Rotherham","First Half",00:33:23,"Free Kick",16.69,26.62,61.52,26.39,NA,"Cross","Right Foot","AthNA",NA,NA,NA,"Opposition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",5,"Hartlepool","Rotherham","First Half",00:33:31,"Duel",45.49,28.96,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"202",6,"Hartlepool","Rotherham","First Half",00:33:39,"Duel",19.21,71,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"203",6,"Hartlepool","Rotherham","First Half",00:33:40,"Clearance",13.42,78.71,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"204",3,"Hartlepool","Rotherham","First Half",00:34:09,"Foul",7.78,62.12,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Won","Free Kick","Pushing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",1,"Hartlepool","Rotherham","First Half",00:34:34,"Free Kick",11.94,62.59,60.18,80.81,NA,"Long","Right Foot","AthNA",NA,NA,NA,"Opposition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",9,"Hartlepool","Rotherham","First Half",00:34:38,"Duel",60.04,81.27,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"207",11,"Hartlepool","Rotherham","First Half",00:35:08,"Throw in",32.42,101.36,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Opposition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",10,"Hartlepool","Rotherham","First Half",00:35:10,"Dribble",45.64,96.22,45.64,94.82,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"209",10,"Hartlepool","Rotherham","First Half",00:35:10,"Defender Beaten",45.64,95.99,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dribble Past",NA,NA,NA,NA,NA,NA
"210",10,"Hartlepool","Rotherham","First Half",00:35:10,"Pass",44.45,96.46,52.46,75.67,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",7,"Hartlepool","Rotherham","First Half",00:35:14,"Dribble",52.46,77.07,53.8,75.67,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsuccessful",NA,NA,NA,NA,NA,NA,NA
"212",11,"Hartlepool","Rotherham","First Half",00:35:18,"Duel",54.1,89.68,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"213",9,"Hartlepool","Rotherham","First Half",00:35:19,"Pass",59,82.68,70.13,31.53,NA,"Switch","Right Foot","Ath2","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2,"Hartlepool","Rotherham","First Half",00:35:26,"Pass",81.41,19.85,96.41,29.89,NA,"Cross","Right Foot","Ath2","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",7,"Hartlepool","Rotherham","First Half",00:35:29,"Foul",99.08,33.4,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Challengeing GK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2,"Hartlepool","Rotherham","First Half",00:36:10,"Duel",44.15,19.62,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"217",9,"Hartlepool","Rotherham","First Half",00:36:12,"Foul",53.65,42.5,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",11,"Hartlepool","Rotherham","First Half",00:36:54,"Duel",13.57,74.74,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"219",4,"Hartlepool","Rotherham","First Half",00:36:59,"Dribble",33.46,38.3,38.36,33.16,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"220",4,"Hartlepool","Rotherham","First Half",00:37:00,"Pass",39.55,32.93,55.58,3.27,NA,"Standard","Right Foot","Ath2","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2,"Hartlepool","Rotherham","First Half",00:37:03,"Dribble",55.73,2.8,69.24,12.61,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"222",2,"Hartlepool","Rotherham","First Half",00:37:07,"Pass",69.83,14.71,65.68,25.92,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",7,"Hartlepool","Rotherham","First Half",00:37:09,"Dribble",63.6,23.59,61.82,27.09,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"224",7,"Hartlepool","Rotherham","First Half",00:37:09,"Pass",61.37,26.86,44.45,44.84,NA,"Standard","Left Foot","Ath6","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",6,"Hartlepool","Rotherham","First Half",00:37:11,"Pass",41.92,46.47,17.28,45.31,NA,"Standard","Right Foot","Ath1","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1,"Hartlepool","Rotherham","First Half",00:37:16,"Pass",16.98,47.18,20.99,63.99,NA,"Standard","Right Foot","Ath6","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",6,"Hartlepool","Rotherham","First Half",00:37:18,"Pass",20.55,71.93,28.27,93.19,NA,"Standard","Right Foot","Ath3","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",3,"Hartlepool","Rotherham","First Half",00:37:18,"Pass",25.89,97.62,50.98,92.02,NA,"Other","Left Foot","Ath9","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",9,"Hartlepool","Rotherham","First Half",00:37:23,"Pass",51.87,88.98,58.11,76.84,NA,"Other","Head","Ath10","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",10,"Hartlepool","Rotherham","First Half",00:37:24,"Pass",58.55,75.2,61.67,97.16,NA,"Other","Right Foot","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",3,"Hartlepool","Rotherham","First Half",00:37:50,"Duel",30.05,97.62,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"232",6,"Hartlepool","Rotherham","First Half",00:37:52,"Duel",29.01,95.29,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"233",8,"Hartlepool","Rotherham","First Half",00:37:55,"Pass",36.13,81.04,49.79,85.48,NA,"Standard","Head","Ath10","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",10,"Hartlepool","Rotherham","First Half",00:37:56,"Pass",49.94,81.51,47.71,88.52,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",6,"Hartlepool","Rotherham","First Half",00:38:17,"Duel",16.83,92.49,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"236",5,"Hartlepool","Rotherham","First Half",00:38:20,"Clearance",13.87,65.86,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"237",11,"Hartlepool","Rotherham","First Half",00:38:39,"Duel",13.12,97.62,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"238",3,"Hartlepool","Rotherham","First Half",00:39:03,"Duel",6.74,62.82,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"239",1,"Hartlepool","Rotherham","First Half",00:39:08,"Save",1.54,54.88,NA,NA,"Catch",NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1,"Hartlepool","Rotherham","First Half",00:41:22,"Pass",22.33,70.3,60.93,89.45,NA,"Long","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",9,"Hartlepool","Rotherham","First Half",00:41:25,"Duel",63,89.68,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"242",11,"Hartlepool","Rotherham","First Half",00:41:26,"Pass",56.03,90.15,61.67,81.98,NA,"Standard","Head","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",4,"Hartlepool","Rotherham","First Half",00:41:27,"Duel",59,81.04,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"244",11,"Hartlepool","Rotherham","First Half",00:41:29,"Pass",57.07,90.38,66.27,76.37,NA,"Standard","Head","Ath59","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",9,"Hartlepool","Rotherham","First Half",00:41:31,"Dribble",67.61,75.2,72.65,75.2,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsuccessful",NA,NA,NA,NA,NA,NA,NA
"246",6,"Hartlepool","Rotherham","First Half",00:41:37,"Duel",38.36,82.44,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"247",11,"Hartlepool","Rotherham","First Half",00:41:51,"Duel",24.85,93.42,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"248",6,"Hartlepool","Rotherham","First Half",00:41:55,"Clearance",22.92,84.08,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"249",6,"Hartlepool","Rotherham","First Half",00:41:57,"Clearance",22.03,82.91,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Foot",NA,NA,NA
"250",3,"Hartlepool","Rotherham","First Half",00:42:19,"Clearance",7.78,61.42,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Head",NA,NA,NA
"251",3,"Hartlepool","Rotherham","First Half",00:42:19,"Pass",7.48,62.36,18.62,59.79,NA,"Standard","Head","Ath4","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",4,"Hartlepool","Rotherham","First Half",00:42:20,"Pass",20.1,59.09,18.76,41.57,NA,"Standard","Right Foot","Ath2","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2,"Hartlepool","Rotherham","First Half",00:42:20,"Pass",18.02,40.4,83.79,26.39,NA,"Through Ball","Right Foot","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",4,"Hartlepool","Rotherham","First Half",00:42:33,"Duel",46.67,28.49,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"255",5,"Hartlepool","Rotherham","First Half",00:43:19,"Duel",7.04,41.57,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"256",4,"Hartlepool","Rotherham","First Half",00:43:23,"Clearance",20.55,43.2,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Head",NA,NA,NA
"257",11,"Hartlepool","Rotherham","First Half",00:43:26,"Dribble",25.89,60.02,23.52,57.69,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"258",11,"Hartlepool","Rotherham","First Half",00:43:28,"Foul",23.22,60.72,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Won","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",1,"Hartlepool","Rotherham","First Half",00:43:54,"Free Kick",24.85,71.47,65.53,75.2,NA,"Long","Right Foot","AthNA",NA,NA,NA,"Own Player",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",9,"Hartlepool","Rotherham","First Half",00:43:57,"Duel",65.38,75.2,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"261",11,"Hartlepool","Rotherham","First Half",00:43:58,"Dribble",61.67,88.05,71.02,97.86,"Won throw",NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"262",11,"Hartlepool","Rotherham","First Half",00:44:00,"Defender Beaten",60.04,88.98,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dribble Past",NA,NA,NA,NA,NA,NA
"263",11,"Hartlepool","Rotherham","First Half",00:44:13,"Throw in",66.86,101.36,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",11,"Hartlepool","Rotherham","First Half",00:44:17,"Block",67.01,99.03,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful","Foot",NA,NA,NA,NA
"265",6,"Hartlepool","Rotherham","First Half",00:44:49,"Duel",42.52,79.64,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"266",1,"Hartlepool","Rotherham","First Half",00:44:55,"Clearance",17.28,30.83,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"267",3,"Hartlepool","Rotherham","First Half",00:45:17,"Clearance",19.95,34.8,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Foot",NA,NA,NA
"268",2,"Hartlepool","Rotherham","First Half",00:46:45,"Clearance",9.71,53.72,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"269",8,"Hartlepool","Rotherham","First Half",00:46:46,"Clearance",11.05,46.71,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"270",8,"Hartlepool","Rotherham","First Half",00:46:51,"Pass",25,50.91,37.47,45.54,NA,"Standard","Head","Ath11","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",11,"Hartlepool","Rotherham","First Half",00:46:53,"Pass",39.7,42.97,44.74,40.64,NA,"Standard","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2,"Hartlepool","Rotherham","First Half",00:47:14,"Throw in",51.87,-0.47,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2,"Hartlepool","Rotherham","First Half",00:47:17,"Foul",57.51,7.24,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",6,"Hartlepool","Rotherham","First Half",00:47:47,"Duel",25.15,53.25,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"275",4,"Hartlepool","Rotherham","First Half",00:47:49,"Pass",37.17,50.91,39.85,38.53,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",7,"Hartlepool","Rotherham","First Half",00:47:51,"Pass",40.14,39.23,70.43,4.67,NA,"Standard","Left Foot","Ath9","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",9,"Hartlepool","Rotherham","First Half",00:47:57,"Pass",74.29,1.86,90.47,11.44,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2,"Hartlepool","Rotherham","First Half",00:48:57,"Throw in",62.11,-0.47,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",5,"Hartlepool","Rotherham","First Half",00:48:20,"Pass",46.97,8.64,74.88,8.17,NA,"Standard","Right Foot","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",5,"Hartlepool","Rotherham","First Half",00:48:23,"Foul",49.79,8.4,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Pushing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",6,"Hartlepool","Rotherham","First Half",00:48:48,"Duel",19.36,66.09,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"282",8,"Hartlepool","Rotherham","First Half",00:48:51,"Pass",28.86,57.69,58.11,95.05,NA,"Other","Right Foot","Ath10","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",10,"Hartlepool","Rotherham","First Half",00:48:56,"Dribble",60.78,94.59,98.19,96.22,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsuccessful",NA,NA,NA,NA,NA,NA,NA
"284",10,"Hartlepool","Rotherham","First Half",00:48:58,"Defender Beaten",67.01,95.52,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dribble Past",NA,NA,NA,NA,NA,NA
"285",11,"Hartlepool","Rotherham","First Half",00:49:24,"Throw in",58.55,102.06,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",4,"Hartlepool","Rotherham","First Half",00:49:25,"Pass",56.32,91.32,58.7,96.69,NA,"Standard","Right Foot","Ath11","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",11,"Hartlepool","Rotherham","First Half",00:49:27,"Dribble",58.85,96.69,61.82,92.49,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"288",11,"Hartlepool","Rotherham","First Half",00:49:31,"Pass",59,88.28,57.96,72.4,NA,"Standard","Right Foot","Ath7","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",7,"Hartlepool","Rotherham","First Half",00:49:32,"Pass",59.74,71.93,34.35,46.71,NA,"Standard","Right Foot","Ath6","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",6,"Hartlepool","Rotherham","First Half",00:49:36,"Pass",34.06,45.77,16.98,42.74,NA,"Standard","Left Foot","Ath1","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
